"동·읍·면별(1)",동·읍·면별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"동·읍·면별(1)",동·읍·면별(2),세대수 (세대),등록인구 (명),등록인구 (명),등록인구 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),세대당 인구 (명),65세이상고령자 (명),평균연령 (세),인구밀도 (명/㎢),면적 (㎢)
"동·읍·면별(1)",동·읍·면별(2),소계,소계,남,여,소계,남,여,소계,남,여,소계,소계,소계,소계,소계
"달서구",상인3동,6080,10371,4916,5455,10319,4900,5419,52,16,36,1.70,3769,55.6,2818,3.68
"달서구",도원동,13747,33370,15992,17378,33289,15968,17321,81,24,57,2.42,6886,47.2,3133,10.65
"달서구",송현1동,9745,17989,8968,9021,17584,8737,8847,405,231,174,1.80,4447,49.7,7313,2.46
"달서구",송현2동,9033,17156,8249,8907,16673,7988,8685,483,261,222,1.85,4817,51.2,17687,0.97
"달서구",본동,6327,12682,6301,6381,12366,6108,6258,316,193,123,1.95,2894,48.6,11529,1.10
"달성군",소계,114189,268757,137364,131393,262084,132962,129122,6673,4402,2271,2.30,40217,42.3,627,428.36
"달성군",화원읍,19933,47076,23324,23752,46661,23128,23533,415,196,219,2.34,9165,46.5,1701,27.68
"달성군",논공읍,8551,18954,10534,8420,16454,8814,7640,2500,1720,780,1.92,3203,51.8,432,43.88
"달성군",다사읍,36245,93135,46496,46639,92260,46021,46239,875,475,400,2.55,10183,40.8,2539,36.68
"달성군",유가읍,11929,30990,15776,15214,30629,15547,15082,361,229,132,2.57,2642,36.3,541,57.25
"달성군",옥포읍,10926,24163,12185,11978,23908,12034,11874,255,151,104,2.19,4849,45.4,494,48.93
"달성군",현풍읍,11879,22769,12055,10714,22110,11671,10439,659,384,275,1.86,3641,42.4,927,24.57
"달성군",가창면,3651,7357,3658,3699,7329,3645,3684,28,13,15,2.01,2772,54.6,66,111.33
"달성군",하빈면,1957,3469,1918,1551,3353,1819,1534,116,99,17,1.71,1351,59.1,91,38.20
"달성군",구지면,9118,20844,11418,9426,19380,10283,9097,1464,1135,329,2.13,2411,39.1,523,39.84
"군위군",소계,13588,23515,12283,11232,22988,11886,11102,527,397,130,1.69,10311,59.6,38,614.33
"군위군",군위읍,4339,8327,4399,3928,8069,4202,3867,258,197,61,1.86,2633,53.1,99,84.07
"군위군",소보면,1433,2366,1247,1119,2317,1221,1096,49,26,23,1.62,1211,63.5,23,101.35
"군위군",효령면,2244,3913,2094,1819,3750,1955,1795,163,139,24,1.67,1788,61.3,40,98.43
"군위군",부계면,1261,2100,1097,1003,2094,1092,1002,6,5,1,1.66,990,61.6,32,64.81
"군위군",우보면,1223,1955,994,961,1939,981,958,16,13,3,1.59,1051,64.5,33,60.02
"군위군",의흥면,1440,2341,1141,1200,2317,1128,1189,24,13,11,1.61,1256,63.7,43,54.25
"군위군",산성면,774,1194,609,585,1188,608,580,6,1,5,1.53,659,64.8,32,36.80
"군위군",삼국유사면,874,1319,702,617,1314,699,615,5,3,2,1.50,723,64.8,12,114.60
