대지위치,지상층수,지하층수,높이(m),구조코드명,기타구조,주용도코드명,비상용승강기수,사용승인년도,위도,경도
대구광역시 군위군 삼국유사면 가암리 40번지,1,0,0.0,일반목구조,목조,단독주택,0,1913,36.2040039264854,128.845531434247
대구광역시 군위군 삼국유사면 가암리 73번지,1,0,4.7,경량철골구조,경량철골구조,단독주택,0,2015,36.2011726448165,128.84631788499
대구광역시 군위군 삼국유사면 가암리 85번지,1,0,0.0,일반목구조,목조,단독주택,0,1965,36.1999872290941,128.845662466691
대구광역시 군위군 삼국유사면 가암리 86번지,1,0,6.1,경량철골구조,경량철골구조,창고시설,0,1926,36.19990585364,128.845622201163
대구광역시 군위군 삼국유사면 가암리 87번지,1,0,5.55,일반목구조,경골목구조,단독주택,0,2022,36.2000779478885,128.845318958976
대구광역시 군위군 삼국유사면 가암리 89번지,1,0,0.0,경량철골구조,경량철골조,창고시설,0,1994,36.2001468287606,128.845135249969
대구광역시 군위군 삼국유사면 가암리 89번지,1,0,0.0,일반목구조,목조,단독주택,0,1940,36.2001468287606,128.845135249969
대구광역시 군위군 삼국유사면 가암리 90번지,1,0,0.0,일반목구조,목조,단독주택,0,1975,,
대구광역시 군위군 삼국유사면 가암리 90번지,1,0,0.0,일반목구조,목조,단독주택,0,1935,,
대구광역시 군위군 삼국유사면 가암리 91번지,1,0,0.0,일반목구조,목조,단독주택,0,1926,36.1997932916491,128.84531383253
대구광역시 군위군 삼국유사면 가암리 101번지,1,0,4.0,기타강구조,샌드위치판넬,단독주택,0,1997,36.1986501302926,128.846264969563
대구광역시 군위군 삼국유사면 가암리 180번지,1,0,5.91,경량철골구조,경량철골구조,단독주택,0,2018,36.1802698752763,128.844688876733
대구광역시 군위군 삼국유사면 가암리 207-2번지,1,0,4.89,경량철골구조,경량철골구조,제1종근린생활시설,0,2019,36.1725452682892,128.839528596514
대구광역시 군위군 삼국유사면 가암리 220-1번지,1,0,2.8,경량철골구조,경량철골조,위험물저장및처리시설,0,2013,36.1751390600794,128.840514245539
대구광역시 군위군 삼국유사면 가암리 220-1번지,1,0,3.45,철근콘크리트구조,철근콘크리트조,위험물저장및처리시설,0,2013,36.1751390600794,128.840514245539
대구광역시 군위군 삼국유사면 가암리 220-1번지,1,0,3.2,경량철골구조,경량철골조,위험물저장및처리시설,0,2013,36.1751390600794,128.840514245539
대구광역시 군위군 삼국유사면 가암리 236번지,1,0,5.88,경량철골구조,경량철골구조,단독주택,0,2016,36.1772289540667,128.840991144527
대구광역시 군위군 삼국유사면 가암리 250번지,1,0,6.0,기타강구조,조립식판넬,단독주택,0,2005,36.1772181716918,128.839565174215
대구광역시 군위군 삼국유사면 가암리 251번지,1,0,5.0,강파이프구조,철파이프조,창고시설,0,2001,36.1773074891877,128.839686850809
대구광역시 군위군 삼국유사면 가암리 252-2번지,1,0,3.0,경량철골구조,경량철골구조,단독주택,0,2017,36.1771869169171,128.839892642903
대구광역시 군위군 삼국유사면 가암리 260번지,1,0,5.2,일반목구조,목조,단독주택,0,1896,36.1776369156404,128.84022625666
대구광역시 군위군 삼국유사면 가암리 260번지,1,0,5.2,경량철골구조,경량철골조,창고시설,0,1896,36.1776369156404,128.84022625666
대구광역시 군위군 삼국유사면 가암리 260번지,1,0,0.0,일반목구조,목조,단독주택,0,1906,36.1776369156404,128.84022625666
대구광역시 군위군 삼국유사면 가암리 261-1번지,1,0,0.0,기타조적구조,흙벽돌조,단독주택,0,1974,36.1777586046939,128.839848220171
대구광역시 군위군 삼국유사면 가암리 261-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1915,36.1777586046939,128.839848220171
대구광역시 군위군 삼국유사면 가암리 261-2번지,1,0,0.0,일반목구조,목조,단독주택,0,1900,36.1774396298608,128.840000470164
대구광역시 군위군 삼국유사면 가암리 261-3번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1993,36.1777599382519,128.840054530668
대구광역시 군위군 삼국유사면 가암리 261-4번지,1,0,0.0,일반목구조,목조,단독주택,0,1905,36.1776249783351,128.840029812355
대구광역시 군위군 삼국유사면 가암리 263-1번지,1,0,0.0,벽돌구조,시멘트벽돌조,단독주택,0,1993,36.1777833055705,128.839665747165
대구광역시 군위군 삼국유사면 가암리 263-3번지,1,0,0.0,일반목구조,목조,동물및식물관련시설,0,1910,36.1775974277288,128.839577043736
대구광역시 군위군 삼국유사면 가암리 264번지,1,0,0.0,일반목구조,목조,단독주택,0,1966,36.1780193974818,128.83968249381
대구광역시 군위군 삼국유사면 가암리 264번지,1,0,0.0,일반목구조,목조,단독주택,0,1935,36.1780193974818,128.83968249381
대구광역시 군위군 삼국유사면 가암리 265번지,1,0,0.0,일반목구조,목조,단독주택,0,1945,36.1781796552728,128.839608997666
대구광역시 군위군 삼국유사면 가암리 267-1번지,1,0,0.0,기타조적구조,흙담조,단독주택,0,1880,36.1784481894152,128.83948479584
대구광역시 군위군 삼국유사면 가암리 267-1번지,1,0,0.0,석구조,흙담조,창고시설,0,1880,36.1784481894152,128.83948479584
대구광역시 군위군 삼국유사면 가암리 267-1번지,1,0,0.0,기타조적구조,흙담조,단독주택,0,1880,36.1784481894152,128.83948479584
대구광역시 군위군 삼국유사면 가암리 267-1번지,1,0,0.0,석구조,흙담조,단독주택,0,1880,36.1784481894152,128.83948479584
대구광역시 군위군 삼국유사면 가암리 267-2번지,2,0,7.05,경량철골구조,경량철골구조,단독주택,0,2017,36.1783139525217,128.839471653979
대구광역시 군위군 삼국유사면 가암리 268번지,1,0,0.0,일반목구조,목조,단독주택,0,1900,36.1784443858481,128.839714661439
대구광역시 군위군 삼국유사면 가암리 269번지,1,0,0.0,일반목구조,목조,단독주택,0,1966,36.1786910716323,128.839810123316
대구광역시 군위군 삼국유사면 가암리 270-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1975,36.1786951280697,128.839610716155
대구광역시 군위군 삼국유사면 가암리 270-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1959,36.1786951280697,128.839610716155
대구광역시 군위군 삼국유사면 가암리 273번지,1,0,0.0,일반목구조,목조,단독주택,0,1900,,
대구광역시 군위군 삼국유사면 가암리 273-2번지,1,0,4.0,경량철골구조,경량철골구조,단독주택,0,2016,36.1785640109031,128.839986647506
대구광역시 군위군 삼국유사면 가암리 275번지,1,0,0.0,일반목구조,목조,단독주택,0,1930,36.1779977886531,128.839833808714
대구광역시 군위군 삼국유사면 가암리 275번지,1,0,0.0,일반목구조,목조,단독주택,0,1920,36.1779977886531,128.839833808714
대구광역시 군위군 삼국유사면 가암리 275-3번지,1,0,0.0,벽돌구조,시멘트벽돌조,방송통신시설,0,1987,36.1781475579742,128.839838867574
대구광역시 군위군 삼국유사면 가암리 276번지,1,0,0.0,석구조,돌담조,단독주택,0,1899,36.1779707492797,128.840420340356
대구광역시 군위군 삼국유사면 가암리 276번지,1,0,4.2,강파이프구조,사각파이프조,단독주택,0,2013,36.1779707492797,128.840420340356
대구광역시 군위군 삼국유사면 가암리 276-1번지,1,0,4.5,기타강구조,샌드위치패널,단독주택,0,2008,36.1778777024675,128.840230666859
대구광역시 군위군 삼국유사면 가암리 277번지,1,0,4.0,강파이프구조,철파이프조,창고시설,0,1997,36.1777844628825,128.840557465693
대구광역시 군위군 삼국유사면 가암리 292-1번지,1,0,5.0,경량철골구조,경량철골구조,단독주택,0,2014,36.1788251037997,128.843233027733
대구광역시 군위군 삼국유사면 가암리 353-1번지,1,0,0.0,일반목구조,목조,단독주택,0,1945,36.1804918640138,128.842842840746
대구광역시 군위군 삼국유사면 가암리 353-2번지,1,0,3.5,강파이프구조,파이프조,동물및식물관련시설,0,1991,36.1802235800108,128.842833554306
대구광역시 군위군 삼국유사면 가암리 353-3번지,1,0,4.89,경량철골구조,경량철골구조,단독주택,0,2017,36.1803455689213,128.842770169619
대구광역시 군위군 삼국유사면 가암리 353-4번지,1,0,3.55,경량철골구조,경량철골구조,단독주택,0,2021,36.1808527692298,128.842823398687
